name,category,ingredients,ingredients_str,label,no_numbers_units,processed_ingredients
Moussaka,Beef,"['500g Beef', '1 large Aubergine', '150g Greek Yogurt', '1 beaten Egg', '3 tbs Parmesan', '400g Tomato', '4 tbs Tomato Puree', '350g Potatoes']",500g Beef | 1 large Aubergine | 150g Greek Yogurt | 1 beaten Egg | 3 tbs Parmesan | 400g Tomato | 4 tbs Tomato Puree | 350g Potatoes,Meat, beef |  large aubergine |  greek yogurt |  beaten egg |  parmesan |  tomato |  tomato puree |  potatoes,beef larg aubergin greek yogurt beaten egg parmesan tomato tomato pure potato
Mulukhiyah,Beef,"['800g Mulukhiyah', '1 chopped Onion', '300g Beef', '1 tsp Salt', '1 Litre Water', '1 Garlic Clove', '1/2 cup Olive Oil']",800g Mulukhiyah | 1 chopped Onion | 300g Beef | 1 tsp Salt | 1 Litre Water | 1 Garlic Clove | 1/2 cup Olive Oil,Meat, mulukhiyah |  onion |  beef |  salt |  water |  garlic clove |  olive oil,mulukhiyah onion beef salt water garlic clove oliv oil
Oxtail with broad beans,Beef,"['450g Oxtail', '1 chopped Onion', '1 Spring Onions', '2 cloves minced Garlic', '1 tsp Ginger', '1 chopped Scotch Bonnet', '2 tbs Soy Sauce', '1 chopped Fresh Thyme', '2 tbs Vegetable Oil', '350ml Water', '200g Broad Beans', '1 tbs Corn Flour', '2 tbs Water']",450g Oxtail | 1 chopped Onion | 1 Spring Onions | 2 cloves minced Garlic | 1 tsp Ginger | 1 chopped Scotch Bonnet | 2 tbs Soy Sauce | 1 chopped Fresh Thyme | 2 tbs Vegetable Oil | 350ml Water | 200g Broad Beans | 1 tbs Corn Flour | 2 tbs Water,Meat, oxtail |  onion |  spring onions |  cloves minced garlic |  ginger |  scotch bonnet |  soy sauce |  fresh thyme |  vegetable oil |  water |  broad beans |  corn flour |  water,oxtail onion spring onion clove minc garlic ginger scotch bonnet soy sauc fresh thyme veget oil water broad bean corn flour water
Paszteciki (Polish Pasties),Beef,"['1 cup Flour', '1/4 tsp Salt', '1 Yolk Egg', '1 Egg', '5 tbs Butter', '6 tblsp Butter', '1/3 cup Onion', '1/2 cup Swede', '1/2 lb Beef Brisket', '2 Beaten Eggs', '1 tsp Salt', '1/4 tsp Pepper']",1 cup Flour | 1/4 tsp Salt | 1 Yolk Egg | 1 Egg | 5 tbs Butter | 6 tblsp Butter | 1/3 cup Onion | 1/2 cup Swede | 1/2 lb Beef Brisket | 2 Beaten Eggs | 1 tsp Salt | 1/4 tsp Pepper,Meat, flour |  salt |  yolk egg |  egg |  butter |  butter |  onion |  swede |  beef brisket |  beaten eggs |  salt |  pepper,flour salt yolk egg egg butter butter onion swede beef brisket beaten egg salt pepper
Pate Chinois,Beef,"['4 cups Potatoes', '60ml Butter', '½ cup Milk', '450g Minced Beef', '1 finely chopped Onion', '500ml Creamed Corn', 'to taste Paprika', 'to taste Parsley', 'Dash Salt', 'Dash Pepper']",4 cups Potatoes | 60ml Butter | ½ cup Milk | 450g Minced Beef | 1 finely chopped Onion | 500ml Creamed Corn | to taste Paprika | to taste Parsley | Dash Salt | Dash Pepper,Meat, potatoes |  butter |  milk |  minced beef |  finely chopped onion |  creamed corn | to taste paprika | to taste parsley | dash salt | dash pepper,potato butter milk minc beef fine chop onion cream corn tast paprika tast parsley dash salt dash pepper
Portuguese prego with green piri-piri,Beef,"['1 clove Garlic', '2 small Beef Fillet', '2 tbs Olive Oil', '1 tbs Vinegar', 'Leaves Parsley', '2 Ciabatta', '2 handfulls Rocket', 'Small bunch Basil Leaves', 'Small bunch Parsley', '1 Jalapeno', '1 tbs Vinegar', '2 chopped Spring Onions', '1/2 Garlic', '1/2 tsp Caster Sugar']",1 clove Garlic | 2 small Beef Fillet | 2 tbs Olive Oil | 1 tbs Vinegar | Leaves Parsley | 2 Ciabatta | 2 handfulls Rocket | Small bunch Basil Leaves | Small bunch Parsley | 1 Jalapeno | 1 tbs Vinegar | 2 chopped Spring Onions | 1/2 Garlic | 1/2 tsp Caster Sugar,Meat, clove garlic |  small beef fillet |  olive oil |  vinegar | leaves parsley |  ciabatta |  handfulls rocket | small bunch basil leaves | small bunch parsley |  jalapeno |  vinegar |  spring onions | / garlic |  caster sugar,clove garlic small beef fillet oliv oil vinegar leav parsley ciabatta handful rocket small bunch basil leav small bunch parsley jalapeno vinegar spring onion garlic caster sugar
Red Peas Soup,Beef,"['2 cups Kidney Beans', '1 large Carrots', '2 chopped Spring Onions', '4 sprigs Thyme', '1 Diced Onion', '1/2 tsp Black Pepper', '2 chopped Red Pepper', '4 Mashed Garlic Clove', '1 tbs Allspice', '2 Lbs Beef', '2L Water', '4 Potatoes', '1 cup Plain Flour', '1/4 cup Water', '1 cup Coconut Milk']",2 cups Kidney Beans | 1 large Carrots | 2 chopped Spring Onions | 4 sprigs Thyme | 1 Diced Onion | 1/2 tsp Black Pepper | 2 chopped Red Pepper | 4 Mashed Garlic Clove | 1 tbs Allspice | 2 Lbs Beef | 2L Water | 4 Potatoes | 1 cup Plain Flour | 1/4 cup Water | 1 cup Coconut Milk,Meat, kidney beans |  large carrots |  spring onions |  sprigs thyme |  diced onion |  black pepper |  red pepper |  mashed garlic clove |  allspice |  lbs beef | 2l water |  potatoes |  plain flour |  water |  coconut milk,kidney bean larg carrot spring onion sprig thyme dice onion black pepper red pepper mash garlic clove allspic lb beef 2l water potato plain flour water coconut milk
Roti john,Beef,"['1/4 lb Minced Beef', '1 Onion', '3 Eggs', '1 tbs Chilli', '1/2 Baguette', 'To taste Salt', 'To taste Pepper', 'Top Mayonnaise']",1/4 lb Minced Beef | 1 Onion | 3 Eggs | 1 tbs Chilli | 1/2 Baguette | To taste Salt | To taste Pepper | Top Mayonnaise,Meat, minced beef |  onion |  eggs |  chilli | / baguette | to taste salt | to taste pepper | top mayonnaise,minc beef onion egg chilli baguett tast salt tast pepper top mayonnais
Soy-Glazed Meatloaves with Wasabi Mashed Potatoes & Roasted Carrots,Beef,"['5 Potatoes', '12 ounces Carrots', '1 Scallions', '2 cloves Garlic', '1 Slice Bread', '1 Garlic Powder', '2 Soy Sauce', '1 Ground Beef', '1 tsp Vegetable Oil', '2 tsp Sugar', '2 tbsp Butter']",5 Potatoes | 12 ounces Carrots | 1 Scallions | 2 cloves Garlic | 1 Slice Bread | 1 Garlic Powder | 2 Soy Sauce | 1 Ground Beef | 1 tsp Vegetable Oil | 2 tsp Sugar | 2 tbsp Butter,Meat, potatoes |  carrots |  scallions |  cloves garlic |  bread |  garlic powder |  soy sauce |  ground beef |  vegetable oil |  sugar |  butter,potato carrot scallion clove garlic bread garlic powder soy sauc ground beef veget oil sugar butter
Spaghetti Bolognese,Beef,"['2 onions', '1tbsp olive oil', '1 clove garlic', '500g lean minced beef', '90g mushrooms', '1tsp dried oregano', '400g can tomatoes', '300ml hot beef stock', '1tbsp tomato puree', '1tbsp worcestershire sauce', '350g spaghetti', 'Topping parmesan']",2 onions | 1tbsp olive oil | 1 clove garlic | 500g lean minced beef | 90g mushrooms | 1tsp dried oregano | 400g can tomatoes | 300ml hot beef stock | 1tbsp tomato puree | 1tbsp worcestershire sauce | 350g spaghetti | Topping parmesan,Meat, onions |  olive oil |  clove garlic |  lean minced beef |  mushrooms |  dried oregano |  can tomatoes |  hot beef stock |  tomato puree |  worcestershire sauce |  spaghetti | topping parmesan,onion oliv oil clove garlic lean minc beef mushroom dri oregano tomato hot beef stock tomato pure worcestershir sauc spaghetti top parmesan
Steak and Kidney Pie,Beef,"['300g Puff Pastry', 'Beaten Egg White', 'Beaten Egg Yolks', '2 tbs Vegetable Oil', '70 ml Beef', '200g Lamb Kidney', '2 chopped Onions', '30g Plain Flour', '85 ml Beef Stock', 'pinch Salt', 'pinch Pepper', 'Dash Worcestershire Sauce']",300g Puff Pastry | Beaten Egg White | Beaten Egg Yolks | 2 tbs Vegetable Oil | 70 ml Beef | 200g Lamb Kidney | 2 chopped Onions | 30g Plain Flour | 85 ml Beef Stock | pinch Salt | pinch Pepper | Dash Worcestershire Sauce,Meat, puff pastry | beaten egg white | beaten egg yolks |  vegetable oil |  beef |  lamb kidney |  onions |  plain flour |  beef stock | pinch salt | pinch pepper | dash worcestershire sauce,puff pastri beaten egg white beaten egg yolk veget oil beef lamb kidney onion plain flour beef stock pinch salt pinch pepper dash worcestershir sauc
Steak Diane,Beef,"['2 tbs Canola Oil', '4 Beef Fillet', '1 1/2 cup Beef Stock', '2 tbs Butter', '2 cloves minced Garlic', '1 medium finely diced Challots', '4 oz Mushrooms', '¼ cup Brandy', '¼ cup Heavy Cream', '1 tbs Dijon Mustard', '1 tbs Worcestershire Sauce', 'Dash Tabasco Sauce', '1 tbs minced Parsley', '1 tbs minced Chives', 'to taste Salt', 'to taste Pepper']",2 tbs Canola Oil | 4 Beef Fillet | 1 1/2 cup Beef Stock | 2 tbs Butter | 2 cloves minced Garlic | 1 medium finely diced Challots | 4 oz Mushrooms | ¼ cup Brandy | ¼ cup Heavy Cream | 1 tbs Dijon Mustard | 1 tbs Worcestershire Sauce | Dash Tabasco Sauce | 1 tbs minced Parsley | 1 tbs minced Chives | to taste Salt | to taste Pepper,Meat, canola oil |  beef fillet |   beef stock |  butter |  cloves minced garlic |  medium finely diced challots |  mushrooms | ¼ cup brandy | ¼ cup heavy cream |  dijon mustard |  worcestershire sauce | dash tabasco sauce |  minced parsley |  minced chives | to taste salt | to taste pepper,canola oil beef fillet beef stock butter clove minc garlic medium fine dice challot mushroom ¼ cup brandi ¼ cup heavi cream dijon mustard worcestershir sauc dash tabasco sauc minc parsley minc chive tast salt tast pepper
Szechuan Beef,Beef,"['1/2 lb Beef', '1/2 tsp Salt', '1 tsp Sesame Seed Oil', '1 pinch Pepper', '1 Egg White', '3 tbs Starch', '4 tbs Oil', '1 tsp Ginger', '1 tsp Garlic', '3/4 cup Onion', '1/2 cup Carrots', '3/4 cup Green Pepper', '1 cup Celery', '1 cup Mushrooms', '1 tbs Cooking wine', '1 cup Water', '1 tbs Oyster Sauce', '1/2 tsp Hotsauce', '1 tsp Sugar', '1 tbs Soy Sauce']",1/2 lb Beef | 1/2 tsp Salt | 1 tsp Sesame Seed Oil | 1 pinch Pepper | 1 Egg White | 3 tbs Starch | 4 tbs Oil | 1 tsp Ginger | 1 tsp Garlic | 3/4 cup Onion | 1/2 cup Carrots | 3/4 cup Green Pepper | 1 cup Celery | 1 cup Mushrooms | 1 tbs Cooking wine | 1 cup Water | 1 tbs Oyster Sauce | 1/2 tsp Hotsauce | 1 tsp Sugar | 1 tbs Soy Sauce,Meat, beef |  salt |  sesame seed oil |  pepper |  egg white |  starch |  oil |  ginger |  garlic |  onion |  carrots |  green pepper |  celery |  mushrooms |  cooking wine |  water |  oyster sauce |  hotsauce |  sugar |  soy sauce,beef salt sesam seed oil pepper egg white starch oil ginger garlic onion carrot green pepper celeri mushroom cook wine water oyster sauc hotsauc sugar soy sauc
Traditional Croatian Goulash,Beef,"['500g Beef', '2 chopped Onions', '2 chopped Carrots', '2 cloves Garlic', '2 Bay Leaf', '200ml Red Wine', '2 Litres Water', '3 tbs Mustard', '1tbsp Salt', '1/2 tsp Pepper', '1/2 tsp Paprika', '2 tbs Vegetable Oil']",500g Beef | 2 chopped Onions | 2 chopped Carrots | 2 cloves Garlic | 2 Bay Leaf | 200ml Red Wine | 2 Litres Water | 3 tbs Mustard | 1tbsp Salt | 1/2 tsp Pepper | 1/2 tsp Paprika | 2 tbs Vegetable Oil,Meat, beef |  onions |  carrots |  cloves garlic |  bay leaf |  red wine |  water |  mustard |  salt |  pepper |  paprika |  vegetable oil,beef onion carrot clove garlic bay leaf red wine water mustard salt pepper paprika veget oil
Vegetable Shepherd's Pie,Beef,"['3 Lbs Potatoes', '3 Lbs Small Potatoes', '1/2 cup Salted Butter', '1 oz Mushrooms', '3/4 cup Brown Lentils', '6 cloves Garlic', '1 tsp Kosher Salt', '3 cups Onion', '2 tbsp Tomato Puree', ' Bay Leaves', ' Olive Oil', '2 cups Dry White Wine', '8 cups Vegetable Stock', '2 tbsp Cornstarch', '2 tsp Soy Sauce', '2 sprigs Rosemary', ' Parsley', ' Sage', ' Chives']",3 Lbs Potatoes | 3 Lbs Small Potatoes | 1/2 cup Salted Butter | 1 oz Mushrooms | 3/4 cup Brown Lentils | 6 cloves Garlic | 1 tsp Kosher Salt | 3 cups Onion | 2 tbsp Tomato Puree |  Bay Leaves |  Olive Oil | 2 cups Dry White Wine | 8 cups Vegetable Stock | 2 tbsp Cornstarch | 2 tsp Soy Sauce | 2 sprigs Rosemary |  Parsley |  Sage |  Chives,Meat, lbs potatoes |  lbs small potatoes |  salted butter |  mushrooms |  brown lentils |  cloves garlic |  kosher salt |  onion |  tomato puree |  bay leaves |  olive oil |  dry white wine |  vegetable stock |  cornstarch |  soy sauce |  sprigs rosemary |  parsley |  sage |  chives,lb potato lb small potato salt butter mushroom brown lentil clove garlic kosher salt onion tomato pure bay leav oliv oil dri white wine veget stock cornstarch soy sauc sprig rosemari parsley sage chive
15-minute chicken & halloumi burgers,Chicken,"['2 Chicken Breasts', '1 tbsp Oil', '4 tbsp Hotsauce', '½ Lemon Juice', '2 Buns', '250g Cheese', '¼ Cabbage', '2 tbsp Mayonnaise', '4 tbsp Sour Cream', '4 leaves Lettuce', '2 Red Pepper']",2 Chicken Breasts | 1 tbsp Oil | 4 tbsp Hotsauce | ½ Lemon Juice | 2 Buns | 250g Cheese | ¼ Cabbage | 2 tbsp Mayonnaise | 4 tbsp Sour Cream | 4 leaves Lettuce | 2 Red Pepper,Meat, chicken breasts |  oil |  hotsauce | ½ lemon juice |  buns |  cheese | ¼ cabbage |  mayonnaise |  sour cream |  leaves lettuce |  red pepper,chicken breast oil hotsauc ½ lemon juic bun chees ¼ cabbag mayonnais sour cream leav lettuc red pepper
Ayam Percik,Chicken,"['6 Chicken Thighs', '16 Challots', '1 1/2 Ginger', '6 Garlic Clove', '8 Cayenne Pepper', '2 tbs Turmeric', '1 1/2 Cumin', '1 1/2 Coriander', '1 1/2 Fennel', '2 tbs Tamarind Paste', '1 can Coconut Milk', '1 tsp Sugar', '1 cup Water']",6 Chicken Thighs | 16 Challots | 1 1/2 Ginger | 6 Garlic Clove | 8 Cayenne Pepper | 2 tbs Turmeric | 1 1/2 Cumin | 1 1/2 Coriander | 1 1/2 Fennel | 2 tbs Tamarind Paste | 1 can Coconut Milk | 1 tsp Sugar | 1 cup Water,Meat, chicken thighs |  challots |  / ginger |  garlic clove |  cayenne pepper |  turmeric |  / cumin |  / coriander |  / fennel |  tamarind paste |  can coconut milk |  sugar |  water,chicken thigh challot ginger garlic clove cayenn pepper turmer cumin coriand fennel tamarind past coconut milk sugar water
Brown Stew Chicken,Chicken,"['1 whole Chicken', '1 chopped Tomato', '2 chopped Onions', '2 chopped Garlic Clove', '1 chopped Red Pepper', '1 chopped Carrots', '1 Lime', '2 tsp Thyme', '1 tsp Allspice', '2 tbs Soy Sauce', '2 tsp Cornstarch', '2 cups Coconut Milk', '1 tbs Vegetable Oil']",1 whole Chicken | 1 chopped Tomato | 2 chopped Onions | 2 chopped Garlic Clove | 1 chopped Red Pepper | 1 chopped Carrots | 1 Lime | 2 tsp Thyme | 1 tsp Allspice | 2 tbs Soy Sauce | 2 tsp Cornstarch | 2 cups Coconut Milk | 1 tbs Vegetable Oil,Meat, whole chicken |  tomato |  onions |  garlic clove |  red pepper |  carrots |  lime |  thyme |  allspice |  soy sauce |  cornstarch |  coconut milk |  vegetable oil,whole chicken tomato onion garlic clove red pepper carrot lime thyme allspic soy sauc cornstarch coconut milk veget oil
Chick-Fil-A Sandwich,Chicken,"['1 Chicken Breast', '1/4 cup Pickle Juice', '1 Egg', '1/4 cup Milk', '1/2 cup Flour', '1 tbs Icing Sugar', '1/2 tsp Paprika', '1/2 tsp Salt', '1/4 tsp Black Pepper', '1/4 tsp Garlic Powder', '1/4 tsp Celery Salt', '1/2 tsp Cayenne Pepper', '1 cup Olive Oil', '1 Sesame Seed Burger Buns']",1 Chicken Breast | 1/4 cup Pickle Juice | 1 Egg | 1/4 cup Milk | 1/2 cup Flour | 1 tbs Icing Sugar | 1/2 tsp Paprika | 1/2 tsp Salt | 1/4 tsp Black Pepper | 1/4 tsp Garlic Powder | 1/4 tsp Celery Salt | 1/2 tsp Cayenne Pepper | 1 cup Olive Oil | 1 Sesame Seed Burger Buns,Meat, chicken breast |  pickle juice |  egg |  milk |  flour |  icing sugar |  paprika |  salt |  black pepper |  garlic powder |  celery salt |  cayenne pepper |  olive oil |  sesame seed burger buns,chicken breast pickl juic egg milk flour ice sugar paprika salt black pepper garlic powder celeri salt cayenn pepper oliv oil sesam seed burger bun
Chicken & mushroom Hotpot,Chicken,"['50g Butter', '1 chopped Onion', '100g Mushrooms', '40g Plain Flour', '1 Chicken Stock Cube', 'pinch Nutmeg', 'pinch Mustard Powder', '250g Chicken', '2 Handfuls Sweetcorn', '2 large Potatoes', '1 knob Butter']",50g Butter | 1 chopped Onion | 100g Mushrooms | 40g Plain Flour | 1 Chicken Stock Cube | pinch Nutmeg | pinch Mustard Powder | 250g Chicken | 2 Handfuls Sweetcorn | 2 large Potatoes | 1 knob Butter,Meat, butter |  onion |  mushrooms |  plain flour |  chicken stock cube | pinch nutmeg | pinch mustard powder |  chicken |  handfuls sweetcorn |  large potatoes |  knob butter,butter onion mushroom plain flour chicken stock cube pinch nutmeg pinch mustard powder chicken hand sweetcorn larg potato knob butter
Chicken Alfredo Primavera,Chicken,"['2 tablespoons Butter', '3 tablespoons Olive Oil', '5 boneless Chicken', '1 teaspoon Salt', '1 cut into 1/2-inch cubes Squash', '1 Head chopped Broccoli', '8-ounce sliced mushrooms', '1 red Pepper', '1 chopped onion', '3 cloves garlic', '1/2 teaspoon red pepper flakes', '1/2 cup white wine', '1/2 cup milk', '1/2 cup heavy cream', '1 cup grated Parmesan cheese', '16 ounces bowtie pasta', 'pinch Salt', 'pinch Pepper', 'chopped Parsley']",2 tablespoons Butter | 3 tablespoons Olive Oil | 5 boneless Chicken | 1 teaspoon Salt | 1 cut into 1/2-inch cubes Squash | 1 Head chopped Broccoli | 8-ounce sliced mushrooms | 1 red Pepper | 1 chopped onion | 3 cloves garlic | 1/2 teaspoon red pepper flakes | 1/2 cup white wine | 1/2 cup milk | 1/2 cup heavy cream | 1 cup grated Parmesan cheese | 16 ounces bowtie pasta | pinch Salt | pinch Pepper | chopped Parsley,Meat, butter |  olive oil |  boneless chicken |  salt |  cut into /-inch cubes squash |  head chopped broccoli | -ounce sliced mushrooms |  red pepper |  onion |  cloves garlic |  red pepper flakes |  white wine |  milk |  heavy cream |  grated parmesan cheese |  bowtie pasta | pinch salt | pinch pepper | chopped parsley,butter oliv oil boneless chicken salt cut inch cube squash head chop broccoli ounc slice mushroom red pepper onion clove garlic red pepper flake white wine milk heavi cream grate parmesan chees bowti pasta pinch salt pinch pepper chop parsley
Chicken Basquaise,Chicken,"['1.5kg Chicken', '25g Butter', '6 tblsp Olive Oil', '2 sliced Red Onions', '3 Large Red Pepper', '130g Chorizo', '8 Sun-Dried Tomatoes', '6 cloves sliced Garlic', '300g Basmati Rice', 'drizzle Tomato Puree', '½ tsp Paprika', '4 Bay Leaves', 'Handful Thyme', '350ml Chicken Stock', '180g Dry White Wine', '2 Lemons', '100g Black Olives', 'to serve Salt', 'to serve Pepper']",1.5kg Chicken | 25g Butter | 6 tblsp Olive Oil | 2 sliced Red Onions | 3 Large Red Pepper | 130g Chorizo | 8 Sun-Dried Tomatoes | 6 cloves sliced Garlic | 300g Basmati Rice | drizzle Tomato Puree | ½ tsp Paprika | 4 Bay Leaves | Handful Thyme | 350ml Chicken Stock | 180g Dry White Wine | 2 Lemons | 100g Black Olives | to serve Salt | to serve Pepper,Meat,. chicken |  butter |  olive oil |  sliced red onions |  large red pepper |  chorizo |  sun-dried tomatoes |  cloves sliced garlic |  basmati rice | drizzle tomato puree |  paprika |  bay leaves | handful thyme |  chicken stock |  dry white wine |  lemons |  black olives | to serve salt | to serve pepper,chicken butter oliv oil slice red onion larg red pepper chorizo sun dri tomato clove slice garlic basmati rice drizzl tomato pure paprika bay leav hand thyme chicken stock dri white wine lemon black oliv serv salt serv pepper
Chicken Congee,Chicken,"['8 oz Chicken', 'pinch Salt', 'pinch Pepper', '1 tsp Ginger Cordial', '1 tsp Ginger', '1 tbs Spring Onions', '1/2 cup Rice', '8 cups Water', '2 oz Coriander']",8 oz Chicken | pinch Salt | pinch Pepper | 1 tsp Ginger Cordial | 1 tsp Ginger | 1 tbs Spring Onions | 1/2 cup Rice | 8 cups Water | 2 oz Coriander,Meat, chicken | pinch salt | pinch pepper |  ginger cordial |  ginger |  spring onions |  rice |  water |  coriander,chicken pinch salt pinch pepper ginger cordial ginger spring onion rice water coriand
Chicken Couscous,Chicken,"['1 tbsp Olive Oil', '1 chopped Onion', '200g Chicken Breast', 'pinch Ginger', '2 tblsp Harissa Spice', '10 Dried Apricots', '220g Chickpeas', '200g Couscous', '200ml Chicken Stock', 'Handful Coriander']",1 tbsp Olive Oil | 1 chopped Onion | 200g Chicken Breast | pinch Ginger | 2 tblsp Harissa Spice | 10 Dried Apricots | 220g Chickpeas | 200g Couscous | 200ml Chicken Stock | Handful Coriander,Meat, olive oil |  onion |  chicken breast | pinch ginger |  harissa spice |  dried apricots |  chickpeas |  couscous |  chicken stock | handful coriander,oliv oil onion chicken breast pinch ginger harissa spice dri apricot chickpea couscou chicken stock hand coriand
